ID,target
ID_test_0,156.6793067305532
ID_test_1,105.22097886700372
ID_test_10,23.335351024647913
ID_test_100,63.200682953611576
ID_test_1000,92.04548334463514
ID_test_1001,43.55396509778651
ID_test_1002,83.90536670212009
ID_test_1003,36.997931136804965
ID_test_1004,32.788757716585785
ID_test_1005,47.03366153130587
ID_test_1006,32.500103101071886
ID_test_1007,26.566976661779112
ID_test_1008,50.75900395120941
ID_test_1009,69.28162732807367
ID_test_101,163.69137390390833
ID_test_1010,42.127290787291926
ID_test_1011,55.46303229656497
ID_test_1012,41.367361628252965
ID_test_1013,37.822889741074555
ID_test_1014,43.247370627482766
ID_test_1015,48.33933115334055
ID_test_1016,47.33073328441114
ID_test_1017,42.14368230591804
ID_test_1018,40.776888165235626
ID_test_1019,23.59112982837215
ID_test_102,43.24626022597034
ID_test_1020,52.66772186931665
ID_test_1021,135.82545074792873
ID_test_1022,34.047573757907585
ID_test_1023,182.33668349219332
ID_test_1024,34.964107060122345
ID_test_1025,90.1372165376967
ID_test_1026,158.35613726573615
ID_test_1027,48.97108462485926
ID_test_1028,51.716253680891825
ID_test_1029,48.43062215815233
ID_test_103,52.37393980047403
ID_test_1030,185.59371859255845
ID_test_1031,69.62374861655712
ID_test_1032,24.16375146678702
ID_test_1033,60.21882809817336
ID_test_1034,59.95180751677158
ID_test_1035,42.37009305272433
ID_test_1036,83.91590619206929
ID_test_1037,93.57486076895921
ID_test_1038,64.47544048254952
ID_test_1039,63.52901786065879
ID_test_104,72.7561536387235
ID_test_1040,62.382005988290786
ID_test_1041,30.59717342103489
ID_test_1042,40.74812224724216
ID_test_1043,45.32103643226323
ID_test_1044,40.31875754420471
ID_test_1045,121.82551356658885
ID_test_1046,34.82741224448924
ID_test_1047,38.467680581455014
ID_test_1048,67.25405883039588
ID_test_1049,36.898058978843856
ID_test_105,26.68833969866047
ID_test_1050,37.80010525494411
ID_test_1051,52.977506970627005
ID_test_1052,29.691963046389024
ID_test_1053,45.30806601638869
ID_test_1054,39.0224538014275
ID_test_1055,37.106877801218644
ID_test_1056,45.53321066417951
ID_test_1057,54.388971387042865
ID_test_1058,44.750354548466404
ID_test_1059,53.88396992952015
ID_test_106,39.56613923292326
ID_test_1060,37.37365761817035
ID_test_1061,56.767039877308655
ID_test_1062,20.957785930503224
ID_test_1063,80.69448956605405
ID_test_1064,60.536736528779464
ID_test_1065,47.71682371069808
ID_test_1066,52.341508176799564
ID_test_1067,82.45878297506194
ID_test_1068,55.32670283934813
ID_test_1069,35.334510558763796
ID_test_107,33.94450391509082
ID_test_1070,24.947628176391174
ID_test_1071,202.33477059556924
ID_test_1072,89.32289895520309
ID_test_1073,44.73354486472499
ID_test_1074,55.84922404788884
ID_test_1075,114.69661222506417
ID_test_1076,69.18129794650517
ID_test_1077,57.60168300839558
ID_test_1078,44.43058806872276
ID_test_1079,54.73988053990597
ID_test_108,46.13176566578193
ID_test_1080,99.78280181991309
ID_test_1081,24.548912845476725
ID_test_1082,91.93140948561236
ID_test_1083,145.22960752585615
ID_test_1084,42.28855404819426
ID_test_1085,165.04945256869115
ID_test_1086,49.70998584975433
ID_test_1087,53.26421509132041
ID_test_1088,34.49075744156457
ID_test_1089,48.312486438817686
ID_test_109,56.4266525673561
ID_test_1090,70.2832786387608
ID_test_1091,43.10551170594733
ID_test_1092,27.82289404102401
ID_test_1093,67.98544772838206
ID_test_1094,45.03700020408587
ID_test_1095,57.21513929772959
ID_test_1096,116.42507410439377
ID_test_1097,34.594724488276356
ID_test_1098,64.84575313622173
ID_test_1099,45.981223757015094
ID_test_11,55.91731870614255
ID_test_110,41.67011550625928
ID_test_1100,69.62511522709838
ID_test_1101,133.739813763469
ID_test_1102,66.6348032182855
ID_test_1103,46.26577948080012
ID_test_1104,125.93109873036069
ID_test_1105,48.699808505719034
ID_test_1106,55.52341683310746
ID_test_1107,154.4060091871329
ID_test_1108,58.27992426328475
ID_test_1109,50.51997941090609
ID_test_111,72.70891215105455
ID_test_1110,33.57494907933038
ID_test_1111,38.50686284489426
ID_test_1112,183.10479530910874
ID_test_1113,70.41777451513063
ID_test_1114,65.23979913558435
ID_test_1115,48.69785872573647
ID_test_1116,50.492962601684724
ID_test_1117,57.0902092375371
ID_test_1118,73.17259186141791
ID_test_1119,38.913723078451326
ID_test_112,35.67972822606838
ID_test_1120,40.00676006270889
ID_test_1121,77.55048371761085
ID_test_1122,49.84586272807444
ID_test_1123,39.86743376851891
ID_test_1124,63.106001443249994
ID_test_1125,66.00157551246718
ID_test_1126,21.429795859660867
ID_test_1127,72.99095212346248
ID_test_1128,48.2130697041124
ID_test_1129,47.4724600093176
ID_test_113,37.57819547110259
ID_test_1130,35.61311477387069
ID_test_1131,32.819579626686426
ID_test_1132,68.65572247723327
ID_test_1133,43.30220488722078
ID_test_1134,64.0590732482309
ID_test_1135,64.48568421376845
ID_test_1136,23.63338833142948
ID_test_1137,37.39521810678818
ID_test_1138,24.00428383353404
ID_test_1139,32.44226506256943
ID_test_114,98.11412945935814
ID_test_1140,39.834229424634884
ID_test_1141,43.37496699029287
ID_test_1142,65.85087403390148
ID_test_1143,88.45945528111
ID_test_1144,40.596580732593424
ID_test_1145,182.0663214686179
ID_test_1146,53.51824074306907
ID_test_1147,29.224724317099902
ID_test_1148,25.28368332862262
ID_test_1149,83.63826669335737
ID_test_115,197.86262150328395
ID_test_1150,221.1482965068084
ID_test_1151,42.59682150472186
ID_test_1152,70.73585612451066
ID_test_1153,28.26858056768041
ID_test_1154,28.647067919758967
ID_test_1155,36.42257991342288
ID_test_1156,61.7461468788688
ID_test_1157,56.36726552385278
ID_test_1158,37.49605947789189
ID_test_1159,44.485082103518494
ID_test_116,22.380873922010235
ID_test_1160,99.3059511162455
ID_test_1161,35.61812070050596
ID_test_1162,47.85594292069247
ID_test_1163,50.03971107209467
ID_test_1164,46.62747480705093
ID_test_1165,64.3215129533559
ID_test_1166,24.077327552085748
ID_test_1167,29.36531581160802
ID_test_1168,42.11524714590099
ID_test_1169,27.972250774035377
ID_test_117,37.61971475022114
ID_test_1170,81.9493099441029
ID_test_1171,65.31655944719881
ID_test_1172,89.45876084722923
ID_test_1173,34.829834653724205
ID_test_1174,42.00447188770214
ID_test_1175,62.42983697250834
ID_test_1176,88.7078196524204
ID_test_1177,113.12529988683409
ID_test_1178,114.33042591364134
ID_test_1179,30.813638524565178
ID_test_118,35.33353568648727
ID_test_1180,88.76347119875976
ID_test_1181,51.44340106732429
ID_test_1182,69.43506025156745
ID_test_1183,47.281464051845454
ID_test_1184,48.039757080929874
ID_test_1185,114.34869812365193
ID_test_1186,98.65788124365244
ID_test_1187,47.19651384848372
ID_test_1188,172.99256816236317
ID_test_1189,34.39093701248245
ID_test_119,74.90210396669255
ID_test_1190,95.66741272088896
