ID,target
ID_test_1007,32.08093270870103
ID_test_1010,38.336828978338154
ID_test_1011,54.867679277344116
ID_test_102,42.914671595101645
ID_test_1021,139.03512613745175
ID_test_1025,82.61914151946519
ID_test_1027,49.99487613498547
ID_test_1028,55.72789862866991
ID_test_1031,74.7183385691111
ID_test_1033,53.10528079638786
ID_test_1037,83.93450846077812
ID_test_104,80.85857596384808
ID_test_1042,30.887542317052695
ID_test_1043,53.584684946863575
ID_test_1046,37.756057554914676
ID_test_1048,84.87389822734565
ID_test_1054,40.104945570150406
ID_test_106,36.378829250690934
ID_test_1060,40.78048994145557
ID_test_1064,64.6503809453027
ID_test_1065,46.9506114988351
ID_test_1069,39.041472932129516
ID_test_1072,105.0448789826969
ID_test_1074,56.4287858221623
ID_test_1079,65.48039374607757
ID_test_1088,36.42708721874122
ID_test_109,49.25373814172714
ID_test_1091,41.06267018030608
ID_test_1098,55.96841059420551
ID_test_1099,45.39406280644601
ID_test_1101,157.35647558238884
ID_test_1104,118.53493870085323
ID_test_1106,64.15119014477499
ID_test_1115,48.49021031891427
ID_test_1116,57.04795543260143
ID_test_1117,62.62704476228881
ID_test_1119,45.93246304035217
ID_test_1122,40.02060039877547
ID_test_1123,37.686179548985045
ID_test_1125,60.395418444285546
ID_test_1127,59.976930364063165
ID_test_114,98.74951720652608
ID_test_1140,38.49828483907898
ID_test_1141,52.983872649742636
ID_test_1152,74.27492250541584
ID_test_1153,30.11815291001235
ID_test_1155,35.3458723836456
ID_test_1163,52.881046133931825
ID_test_1164,32.56831618552302
ID_test_1168,37.3938066438038
ID_test_1177,115.99119763481467
ID_test_1181,50.53822397637255
ID_test_1184,47.214686140377
ID_test_1185,127.3206064186256
ID_test_119,70.1164563086627
ID_test_1194,46.36003938502192
ID_test_1195,57.43976284247585
ID_test_1198,57.95306037644557
ID_test_1199,64.12637475782776
ID_test_12,112.21907328638137
ID_test_1200,69.68493140729429
ID_test_1204,37.53548789683484
ID_test_1211,43.21397358283631
ID_test_1214,84.71747059935717
ID_test_1215,121.08703820373367
ID_test_1217,48.853324182557486
ID_test_1219,68.72785445110257
ID_test_1221,64.02819428047447
